code,name,level,ward,status,menu_posts_total,menu_posts_this_year,weeks_with_posts,last_menu_date,last_menu_url,error
thvothithua,Tiểu học Võ Thị Thừa,th,phuonganphudong,none,0,0,0,,,
thcsanphudong,THCS An Phú Đông,thcs,phuonganphudong,active,1,1,1,2026-09-07,https://thcsanphudong.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-1-0792026-1192026/ct/111250/758845,
thcstranhungdao,THCS Trần Hưng Đạo,thcs,phuonganphudong,active,2,1,1,2026-08-26,https://thcstranhungdao.hcm.edu.vn/cong-khai/thong-bao-ve-viec-tra-tien-suat-an-trua-cho-hoc-sinh-nam-hoc-2025-2026/ct/74098/757962,
mn1q3,Mầm non 1,mn,phuongbanco,stale,16,0,0,2026-05-13,http://mn1q3.hcm.edu.vn/thuc-don/thuc-don-cho-tre-tu-ngay-1152026-den-ngay-1552026/ct/89012/866686,
mn2q3,Mầm non 2,mn,phuongbanco,stale,31,0,0,2025-10-07,https://mn2q3.hcm.edu.vn/mon-an-cua-be/thuc-don-ngay-07102025-cua-be/ct/62539/790614,
mn3q3,Mầm Non 3,mn,phuongbanco,stale,15,0,0,2026-05-19,https://mn3q3.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-tu-ngay-185-den-ngay-2252026/ct/45648/868827,
mn4q3,Mầm non 4,mn,phuongbanco,regular,30,16,3,2026-09-24,https://mn4q3.hcm.edu.vn/thuc-don-tuan/hinh-anh-thuc-don-ngay-2492026/ct/47612/889185,
mn5q3,Mầm non 5,mn,phuongbanco,stale,17,0,0,2026-05-25,http://mn5q3.hcm.edu.vn/thuc-don/thuc-don-tu-ngay-2552026-den-2952026/ct/45998/870915,
thluongdinhcua,Tiểu Học Lương Định Của,th,phuongbanco,regular,15,3,3,2026-09-20,https://thluongdinhcua.hcm.edu.vn/thuc-don/thuc-don-tuan-03-nam-hoc-2026-2027/ct/137662/1410890,
thnguyensonha,Tiểu Học Nguyễn Sơn Hà,th,phuongbanco,stale,16,0,0,2026-05-25,https://thnguyensonha.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-36-2552026-2652026/ct/84994/1392752,
thnguyenthienthuatq3,Tiểu Học Nguyễn Thiện Thuật,th,phuongbanco,stale,15,0,0,2025-10-21,https://thnguyenthienthuatq3.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tu-ngay-2010-den-ngay-24102024/ct/79266/1330614,
thphanvanhan,Tiểu Học Phan Văn Hân,th,phuongbanco,none,0,0,0,,,
thspphandinhphung,Tiểu Học THSP Phan Đình Phùng,th,phuongbanco,regular,17,3,3,2026-09-21,https://thspphandinhphung.hcm.edu.vn/ban-tru/thuc-don-tuan-tu-2192026-den-2592026/ct/63469/1411128,
thcsbanco,THCS Bàn Cờ,thcs,phuongbanco,none,0,0,0,,,
thcskienthiet,THCS Kiến Thiết,thcs,phuongbanco,stale,15,0,0,2026-05-11,http://thcskienthiet.hcm.edu.vn/thuc-don-tuan-ban-tru/thuc-don-ban-tru-thang-5-nam-2026/ct/104754/751289,
thcsphansaonam,THCS Phan Sào Nam,thcs,phuongbanco,stale,1,0,0,2025-09-06,https://thcsphansaonam.hcm.edu.vn/cong-khai-tai-chinh/ket-qua-lua-chon-nha-thau-cung-cap-suat-an-ban-tru-va-cung-cap-dich-vu-lien-ket/ct/107378/717810,
thcsthanglong,THCS Thăng Long,thcs,phuongbanco,none,0,0,0,,,
mghuonghong,Mầm non Hương Hồng,mn,phuongbayhien,none,0,0,0,,,
mn10atanbinh,Mầm non 10A,mn,phuongbayhien,stale,1,0,0,2021-12-21,https://mn10atanbinh.hcm.edu.vn/dinh-duong/thuc-don-danh-cho-tre-mam-non/ct/71772/498959,
mn10tanbinh,Mầm non 10,mn,phuongbayhien,stale,15,0,0,2026-05-15,http://mn10tanbinh.hcm.edu.vn/thuc-don-cua-be/thuc-don-cua-be/ct/91227/868121,
mn11tanbinh,Mầm non 11,mn,phuongbayhien,regular,18,8,4,2026-09-22,https://mn11tanbinh.hcm.edu.vn/thuc-don-cua-be/thuc-don-cua-be-ngay-2292026/ct/92542/889187,
mn12tanbinh,Mầm non 12,mn,phuongbayhien,regular,13,3,2,2026-09-20,http://mn12tanbinh.hcm.edu.vn/cham-soc/thuc-don-tuan-3-thang-9/ct/81797/888320,
mnhoamitanbinh,Mầm non Họa Mi,mn,phuongbayhien,stale,19,0,0,2026-05-02,https://mnhoamitanbinh.hcm.edu.vn/thuc-don-dinh-duong/truong-mam-non-hoa-mi-to-chuc-chuyen-de-doi-moi-gio-an-cho-tre-khu-vuc-an-tap-t/ct/78218/862983,
mnphuhoa,Mầm non Phú Hòa,mn,phuongbayhien,regular,14,3,2,2026-09-20,https://mnphuhoa.hcm.edu.vn/cham-soc/thuc-don-tu-21926-den-25926/ct/64164/888370,
thcachmangthangtam,Tiểu Học Cách Mạng Tháng Tám,th,phuongbayhien,none,0,0,0,,,
thlaclongquantanbinh,Tiểu Học Lạc Long Quân,th,phuongbayhien,none,0,0,0,,,
thlethihonggamtanbinh,Tiểu Học Lê Thị Hồng Gấm,th,phuongbayhien,regular,18,3,3,2026-09-20,https://thlethihonggamtanbinh.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tu-2109-den-2509/ct/23358/1411064,
thnguyenkhuyentanbinh,Tiểu Học Nguyễn Khuyến,th,phuongbayhien,stale,18,0,0,2026-05-07,https://thnguyenkhuyentanbinh.hcm.edu.vn/thuc-don/thuc-don-tuan-34-tu-ngay-11052026-15052026/ct/146907/1390699,
thnguyenvantroitanbinh,Tiểu Học Nguyễn Văn Trỗi,th,phuongbayhien,none,0,0,0,,,
thphuthohoa,Tiểu Học Phú Thọ Hoà,th,phuongbayhien,stale,18,0,0,2026-04-28,http://thphuthohoa.hcm.edu.vn/thong-bao/thuc-don-tuan-32-tu-274-den-0152026/ct/84973/1386228,
thtranquoctuan,Tiểu Học Trần Quốc Tuấn,th,phuongbayhien,none,0,0,0,,,
thcsngoquyentanbinh,THCS Ngô Quyền,thcs,phuongbayhien,active,12,1,1,2026-09-12,https://thcsngoquyentanbinh.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-02-hk1-nh-2026-2027/ct/109871/759359,
thcstranvanquang,THCS Trần Văn Quang,thcs,phuongbayhien,none,0,0,0,,,
thcstruongchinh,THCS Trường Chinh,thcs,phuongbayhien,regular,16,9,3,2026-09-23,https://thcstruongchinh.hcm.edu.vn/thuc-don/hinh-anh-khay-an-thuc-te-ngay-2392026/ct/107564/760893,
thcsvovantan,THCS Võ Văn Tần,thcs,phuongbayhien,none,0,0,0,,,
thcslaihungbc,Trường THCS Lai Hưng,thcs,phuongbencat,active,4,1,1,2026-09-18,https://thcslaihungbc.hcm.edu.vn/thuc-don/thuc-don-tuan-3/ct/110340/760196,
mnbenthanh,Mầm non Bến Thành,mn,phuongbenthanh,regular,7,3,3,2026-09-21,http://mnbenthanh.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-cua-be-tuan-3-thang-9/ct/15310/887963,
mnnguyenthaibinh,Mầm non Nguyễn Thái Bình,mn,phuongbenthanh,stale,14,0,0,2026-08-08,https://mnnguyenthaibinh.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-tu-ngay-10082026-den-ngay-14082026/ct/15268/883064,
mnphamngulao,Trường Mầm Non Phạm Ngũ Lão,mn,phuongbenthanh,stale,18,0,0,2026-08-20,https://mnphamngulao.hcm.edu.vn/thong-bao/thong-bao-ve-viec-hoan-tra-tien-suat-an-ban-tru-he-nam-hoc-2025-2026/ct/92654/884438,
mntuoihong-benthanh,Mầm non Tuổi Hồng,mn,phuongbenthanh,regular,15,3,3,2026-09-19,https://mntuoihong-benthanh.hcm.edu.vn/thuc-don-cua-be/thuc-don-trong-tuan-cua-tre-tuan-04-thang-092026/ct/87370/886589,
mntuoitho,Mầm non Tuổi Thơ,mn,phuongbenthanh,regular,14,4,3,2026-09-21,http://mntuoitho.hcm.edu.vn/thuc-don-cua-be/thuc-don-cua-be-tu-ngay-2192026-den-ngay-2592026/ct/111295/889085,
thketdoan,Tiểu Học Kết Đoàn,th,phuongbenthanh,stale,8,0,0,2024-10-27,https://thketdoan.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-8-tu-ngay-28102024-den-01112024/ct/105463/1247964,
thkhaiminh,Tiểu Học Khai Minh,th,phuongbenthanh,active,60,1,1,2026-09-05,http://thkhaiminh.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-thang-9/ct/147815/1408093,
thlengochan,Tiểu Học Lê Ngọc Hân,th,phuongbenthanh,regular,18,3,3,2026-09-21,https://thlengochan.hcm.edu.vn/thuc-don/thuc-don-tuan-03-nam-hoc-2026-2027/ct/138222/1410989,
thnguyenhueq1,Tiểu Học Nguyễn Huệ,th,phuongbenthanh,regular,15,3,3,2026-09-20,http://thnguyenhueq1.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-nam-hoc-2026-2027-tuan-3/ct/31378/1410347,
thnguyenthaibinhq1,Tiểu Học Nguyễn Thái Bình,th,phuongbenthanh,stale,2,0,0,2025-03-24,http://thnguyenthaibinhq1.hcm.edu.vn/tieng-anh/thuc-don-tuan-28/ct/92433/1288463,
thnguyenthaihoc,Tiểu Học Nguyễn Thái Học,th,phuongbenthanh,regular,16,4,4,2026-09-21,http://thnguyenthaihoc.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-3-tu-ngay-219-2592026/ct/84481/1411290,
thcsdongkhoi-benthanh,THCS Đồng Khởi,thcs,phuongbenthanh,active,9,1,1,2026-09-11,https://thcsdongkhoi-benthanh.hcm.edu.vn/thuc-don-ban-tru/thuc-don-thang-092026/ct/99814/759310,
thcsnguyenduq1,THCS Nguyễn Du Q.1,thcs,phuongbenthanh,none,0,0,0,,,
mamnonbinhco,Mầm non Bình Cơ,mn,phuongbinhco,regular,3,3,2,2026-09-18,https://mamnonbinhco.hcm.edu.vn/thuc-don-hang-tuan-cua-tre/thuc-don-tuan-219-den-ngay-2592026/ct/110835/888124,
tieuhocbinhmy,Trường Tiểu học Bình Mỹ,th,phuongbinhco,active,2,2,1,2026-09-23,https://tieuhocbinhmy.hcm.edu.vn/thuc-don/thuc-don-tuan-2-den-tuan-4/ct/148072/1412144,
thcshoinghia,Trường THCS Hội Nghĩa,thcs,phuongbinhco,none,0,0,0,,,
lopmamnon-binhdong,Lớp Mầm non Phường Bình Đông,mn,phuongbinhdong,none,0,0,0,,,
mn19thang5q8,Mầm non 19-5,mn,phuongbinhdong,stale,18,0,0,2026-07-18,https://mn19thang5q8.hcm.edu.vn/cong-khai/tick-xanh-trach-nhiem-truy-xuat-nguon-goc-thuc-pham-trong-moi-bua-an-hang-ngay/ct/94284/880093,
mnsaomaiq8,Mầm non Sao Mai,mn,phuongbinhdong,none,0,0,0,,,
mnthongocq8,Mầm non Thỏ Ngọc,mn,phuongbinhdong,regular,32,15,3,2026-09-24,https://mnthongocq8.hcm.edu.vn/tick-xanh-trach-nhiem/truong-mam-non-tho-ngoc-gioi-thieu-suat-an-tick-xanh-trach-nhiem-ngay-2492026/ct/110776/889231,
mntuoingocq8,Mầm non Tuổi Ngọc,mn,phuongbinhdong,stale,16,0,0,2026-05-15,https://mntuoingocq8.hcm.edu.vn/nam-hoc-2025-2026/thuc-don-tuan-tu-1852026-den-2252026/ct/107771/868394,
mntuoithoq8,Mầm non Tuổi Thơ,mn,phuongbinhdong,active,3,1,1,2026-09-18,https://mntuoithoq8.hcm.edu.vn/tick-xanh-trach-nhiem/thuc-don-tuan-tu-ngay-21-9-2026-den-25-9-2026/ct/110692/887950,
thanphong,Tiểu Học An Phong,th,phuongbinhdong,active,6,2,1,2026-09-19,http://thanphong.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-3/ct/138172/1411285,
thbongsao,Tiểu Học Bông Sao,th,phuongbinhdong,stale,11,0,0,2023-05-29,https://thbongsao.hcm.edu.vn/thuc-don/thuc-don-thang-5-nam-2023/ct/131000/1134439,
thbuiminhtruc,Tiểu Học Bùi Minh Trực,th,phuongbinhdong,none,0,0,0,,,
thhoangminhdao,Tiểu Học Hoàng Minh Đạo,th,phuongbinhdong,regular,4,3,2,2026-09-21,https://thhoangminhdao.hcm.edu.vn/ban-tru-nam-hoc-2026-2027/hinh-anh-thuc-don-tuan-2-tu-2192026-den-2592026/ct/147961/1411019,
thnguyentrungngan,Tiểu Học Nguyễn Trung Ngạn,th,phuongbinhdong,regular,23,11,2,2026-09-24,https://thnguyentrungngan.hcm.edu.vn/cong-khai-thuc-don-ban-tru-cua-hoc-sinh/tick-xanh-trach-nhiem-thuc-don-ban-tru-ngay-2492026-cua-hoc-sinh-ban-tru/ct/142189/1412346,
thphandangluu,Tiểu Học Phan Đăng Lưu,th,phuongbinhdong,stale,15,0,0,2026-05-15,https://thphandangluu.hcm.edu.vn/thuc-don/thuc-don-ban-tru-tuan-thi-18052026-22052026-nam-hoc-2025-2026/ct/142747/1390574,
thcsbinhanq8,THCS Bình An,thcs,phuongbinhdong,active,1,1,1,2026-09-15,http://thcsbinhanq8.hcm.edu.vn/tin-tuc/suat-an-minh-bach-tick-xanh-trach-nhiem/ct/30892/759756,
thcsphandangluu,THCS Phan Đăng Lưu,thcs,phuongbinhdong,stale,4,0,0,2026-04-29,http://thcsphandangluu.hcm.edu.vn/thong-tin-nha-truong/danh-sach-thuc-don-tu-ngay-04052026-den-ngay-08-052026/ct/12306/749064,
thcsphuloi,THCS Phú Lợi,thcs,phuongbinhdong,stale,30,0,0,2026-05-25,https://thcsphuloi.hcm.edu.vn/thuc-don-ban-tru/kinh-gui-quy-thay-co-quy-phu-huynh-va-hoc-sinh-thuc-don-ban-tru-tuan-37/ct/109450/751460,
thcssuongnguyetanhq8,THCS Sương Nguyệt Anh,thcs,phuongbinhdong,stale,1,0,0,2018-04-02,https://thcssuongnguyetanhq8.hcm.edu.vn/toan-hoc/don-thuc-dong-dang/ct/74506/279786,
thcsphuchanh,Trường THCS Phú Chánh,thcs,phuongbinhduong,none,0,0,0,,,
thbinhhoa2-binhhoa,TH Bình Hòa 2,th,phuongbinhhoa,active,5,1,1,2026-09-04,https://thbinhhoa2-binhhoa.hcm.edu.vn/bua-an-hoc-duong/truong-tieu-hoc-binh-hoa-2-cong-khai-danh-muc-cac-cong-ty-cung-cap-thuc-pham-ba/ct/146291/1408470,
mnanhmai,Mầm non Ánh Mai,mn,phuongbinhhunghoa,stale,3,0,0,2026-05-22,https://mnanhmai.hcm.edu.vn/giao-duc-nuoi-duong/thuc-don-tuan-4-thang-5-tu-ngay-2552026-den-ngay-2852026/ct/20735/870093,
mndoquyen,MN Đỗ Quyên,mn,phuongbinhhunghoa,stale,16,0,0,2026-03-27,https://mndoquyen.hcm.edu.vn/cai-cach-hanh-chinh/thuc-don-tuan-tu-ngay-30032026-den-03042026/ct/90956/850889,
mnhoaphuongvy,MN Hoa Phượng Vỹ,mn,phuongbinhhunghoa,regular,5,5,4,2026-09-18,https://mnhoaphuongvy.hcm.edu.vn/thuc-don-trong-tuan/thuc-don-tu-ngay-2192026-den-2792026/ct/111141/887921,
mnnguyetque,Mầm non Nguyệt Quế,mn,phuongbinhhunghoa,stale,9,0,0,2025-11-07,https://mnnguyetque.hcm.edu.vn/cong-khai/thuc-don-tu-ngay-10-den-ngay-14-thang-11-nam-2025/ct/97652/805540,
trucdaobta,Mầm non Trúc Đào,mn,phuongbinhhunghoa,stale,21,0,0,2026-04-10,https://trucdaobta.hcm.edu.vn/thuc-don-cua-tre/thuc-don-tuan-3-thang-4/ct/100930/856798,
tuoihoabta,Mầm non Tuổi Hoa,mn,phuongbinhhunghoa,none,0,0,0,,,
thbinhhunghoa,Tiểu Học Bình Hưng Hòa,th,phuongbinhhunghoa,stale,1,0,0,2025-09-01,https://thbinhhunghoa.hcm.edu.vn/thong-bao/thuc-don-ban-tru-thang-92025/ct/131160/1320612,
thbinhlong,Tiểu Học Bình Long,th,phuongbinhhunghoa,none,0,0,0,,,
thbinhthuan,Tiểu học Bình Thuận,th,phuongbinhhunghoa,none,0,0,0,,,
thhuynhthuckhangbt,Tiểu học Huỳnh Thúc Kháng,th,phuongbinhhunghoa,stale,2,0,0,2026-07-03,https://thhuynhthuckhangbt.hcm.edu.vn/cong-khai/thong-bao-ve-cong-khai-dau-thau-cung-cap-suat-an-trua-va-an-xe-cho-hoc-sinh-ban/ct/143173/1399417,
thlachong,Tiểu học Lạc Hồng,th,phuongbinhhunghoa,active,15,1,1,2026-09-22,https://thlachong.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-ban-tru-tu-ngay-14092026-den-ngay-18092026-tu-ngay-21092026-den-ngay-2/ct/148077/1411742,
thlehuutrac,Trường Tiểu học Lê Hữu Trác,th,phuongbinhhunghoa,none,0,0,0,,,
thletrongtan,Tiểu Học Lê Trọng Tấn,th,phuongbinhhunghoa,stale,15,0,0,2025-03-24,http://thletrongtan.hcm.edu.vn/thuc-don-hang-tuan/thuc-don-tu-ngay-31032025-04042025/ct/139685/1286668,
thphudongbinhtan,Tiểu Học Phù Đổng,th,phuongbinhhunghoa,none,0,0,0,,,
thtrandainghia,Tiểu học Trần Đại Nghĩa,th,phuongbinhhunghoa,none,0,0,0,,,
thtrieuquangphuc,Tiểu học Triệu Quang Phục,th,phuongbinhhunghoa,stale,13,0,0,2026-05-18,http://thtrieuquangphuc.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-35-18052026-22052026-truong-tieu-hoc-trieu-quang-phuc/ct/146689/1387300,
thcslaclongquan,THCS Lạc Long Quân,thcs,phuongbinhhunghoa,active,16,1,1,2026-09-20,https://thcslaclongquan.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-3-nam-hoc-2026-2027/ct/109567/758616,
thcsnguyentraibinhtan,THCS Nguyễn Trãi,thcs,phuongbinhhunghoa,active,16,1,1,2026-09-05,https://thcsnguyentraibinhtan.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-thang-9-nam-2026/ct/108260/760651,
thcstranquoctoanbinhtan,THCS Trần Quốc Toản,thcs,phuongbinhhunghoa,none,0,0,0,,,
mgbonghongbinhthanh,Mẫu Giáo Bông Hồng,mn,phuongbinhloitrung,stale,3,0,0,2026-05-12,https://mgbonghongbinhthanh.hcm.edu.vn/thuc-don/thuc-don-tuan-2-thang-5-nam-2026/ct/110186/866239,
mghoaanhdao,Mẫu Giáo Hoa Anh Đào,mn,phuongbinhloitrung,none,0,0,0,,,
mgthienthan,Mẫu giáo Thiên Thần,mn,phuongbinhloitrung,stale,4,0,0,2025-04-18,https://mgthienthan.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don/ct/93402/748624,
mn11abinhthanh,Mầm non 11A,mn,phuongbinhloitrung,stale,19,0,0,2026-05-08,https://mn11abinhthanh.hcm.edu.vn/thuc-don/thuc-don-tuan-tu-11052026-den-15052026/ct/101471/864845,
mn11bbinhthanh,Mầm non 11B,mn,phuongbinhloitrung,regular,31,13,4,2026-09-24,http://mn11bbinhthanh.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-cua-tre-ngay-2492026/ct/111160/889289,
mn13binhthanh,Mầm non 13,mn,phuongbinhloitrung,active,25,1,1,2026-09-17,https://mn13binhthanh.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-tuan-2-thang-9-nam-2026-tu-ngay-14-den-ngay-1892026/ct/111287/887776,
mn5binhthanh,Mầm non 5,mn,phuongbinhloitrung,stale,17,0,0,2026-06-14,https://mn5binhthanh.hcm.edu.vn/thuc-don-tuan/thuc-don-tu-ngay-15-6-2026-den-ngay-19-6-2026/ct/90349/874886,
mn6binhthanh,Mầm non 6,mn,phuongbinhloitrung,stale,20,0,0,2026-07-20,https://mn6binhthanh.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-tu-ngay-207-den-ngay-2472026/ct/88043/880182,
mnmailinh,Mầm non tư thục Mai Linh,mn,phuongbinhloitrung,stale,9,0,0,2025-03-03,https://mnmailinh.hcm.edu.vn/bai-giang-giao-an/thuc-don-tuan-1-thang-4-nam-2025/ct/29625/733314,
mnngoilangvuive,Trường Mầm non Ngôi Làng Vui Vẻ,mn,phuongbinhloitrung,none,0,0,0,,,
thbinhloitrung,Tiểu học Bình Lợi Trung,th,phuongbinhloitrung,active,17,2,1,2026-09-11,https://thbinhloitrung.hcm.edu.vn/thuc-don-nam-hoc-2026-2027/thuc-don-tuan-02/ct/147892/1409324,
thnguyenbangocbinhthanh,Tiểu Học Nguyễn Bá Ngọc,th,phuongbinhloitrung,none,0,0,0,,,
thphanvantribinhthanh,Tiểu Học Phan Văn Trị,th,phuongbinhloitrung,regular,11,9,3,2026-09-24,https://thphanvantribinhthanh.hcm.edu.vn/y-te/hinh-anh-suat-an-ban-tru-ngay-2492026/ct/34007/1412261,
thyenthebinhthanh,Tiểu Học Yên Thế,th,phuongbinhloitrung,stale,17,0,0,2026-05-19,http://thyenthebinhthanh.hcm.edu.vn/thuc-don/thuc-don-tu-ngay-1852026-den-ngay-2252026/ct/106103/1391629,
thcsbcyenthe,THCS Yên Thế,thcs,phuongbinhloitrung,stale,2,0,0,2024-10-03,http://thcsbcyenthe.hcm.edu.vn/cong-khai-tt09/hop-dong-cung-cap-suat-an-cong-nghiep/ct/77623/672720,
thcsbinhloitrung,THCS Bình Lợi Trung,thcs,phuongbinhloitrung,stale,5,0,0,2025-04-04,https://thcsbinhloitrung.hcm.edu.vn/tb-nha-truong/thuc-don-thang-04-2025/ct/78710/698459,
thcsnguyenvanbe,THCS Nguyễn Văn Bé,thcs,phuongbinhloitrung,stale,1,0,0,2025-01-03,https://thcsnguyenvanbe.hcm.edu.vn/3-cong-khai-giao-duc/thuc-don-ban-tru-t12025/ct/79145/687399,
mncobonlaq6,Mầm non Cỏ Bốn Lá – Quận 6,mn,phuongbinhphu,none,0,0,0,,,
mnmycat,Mầm non Mỹ Cát,mn,phuongbinhphu,regular,100,4,4,2026-09-18,http://mnmycat.hcm.edu.vn/thuc-don-thang-09/thuc-don-tuan-tu-21092026-26092026/ct/110868/880973,
mnrangdong10,Mầm non Rạng Đông 10,mn,phuongbinhphu,regular,19,7,4,2026-09-24,https://mnrangdong10.hcm.edu.vn/suc-khoe-dinh-duong/cong-khai-bua-an-va-bang-ke-thuc-pham-hang-ngay-o-truong-ngay-24092026/ct/16210/889285,
mnrangdong11,Mầm non Rạng Đông 11,mn,phuongbinhphu,regular,24,2,2,2026-09-11,https://mnrangdong11.hcm.edu.vn/thuc-don/thuc-don-cua-tre-tuan-02-thang-9-nam-2026/ct/99153/886617,
mnrangdong11a,Mầm non Rạng Đông 11A,mn,phuongbinhphu,regular,17,3,3,2026-09-18,https://mnrangdong11a.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tre-tuan-3-thang-9-tu-ngay-2192026-den-ngay-2592026/ct/16336/888216,
mnrangdongq6,Trường Mầm non Rạng Đông Quận,mn,phuongbinhphu,regular,7,3,3,2026-09-19,http://mnrangdongq6.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-03-thang-92026-tu-219-den-2592026-cua-cac-be-truong-mam-non-rang/ct/30007/888240,
thnguyenvanluong,Tiểu Học Nguyễn Văn Luông,th,phuongbinhphu,regular,18,3,3,2026-09-21,http://thnguyenvanluong.hcm.edu.vn/thuc-don/thuc-don-ban-tru-tuan-3-tu-ngay-2192026-den-ngay-2592026/ct/131374/1411068,
thphudinh,Tiểu Học Phú Định,th,phuongbinhphu,regular,15,11,4,2026-09-24,https://thphudinh.hcm.edu.vn/thuc-don-ban-tru/bua-an-ban-tru-thu-nam-ngay-2492026/ct/137274/1412283,
thphudongq6,Tiểu Học Phù Đổng,th,phuongbinhphu,regular,17,3,3,2026-09-21,http://thphudongq6.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-3-nam-hoc-2026-2027/ct/143691/1411076,
thcslamsonq6,THCS Lam Sơn,thcs,phuongbinhphu,regular,21,6,2,2026-09-24,https://thcslamsonq6.hcm.edu.vn/thong-tin-bua-an-hang-ngay/thong-tin-nguyen-lieu-nhap-bua-an-ngay-2492026/ct/103584/762363,
thcsnguyenthaibinhq6,THCS Nguyễn Thái Bình,thcs,phuongbinhphu,regular,9,9,2,2026-09-24,http://thcsnguyenthaibinhq6.hcm.edu.vn/suat-an-ban-tru/suat-an-ngay-24092026/ct/111295/761026,
thcsnguyenvanluong,THCS Nguyễn Văn Luông,thcs,phuongbinhphu,regular,15,14,4,2026-09-24,http://thcsnguyenvanluong.hcm.edu.vn/ban-tru/khau-phan-an-ban-tru-ngay-24092026/ct/79171/762340,
thcsphudinh,THCS Phú Định,thcs,phuongbinhphu,regular,16,16,4,2026-09-24,http://thcsphudinh.hcm.edu.vn/ban-tru/khau-phan-an-hoc-sinh-ban-tru-ngay-2492026/ct/100123/761018,
hoatramy4q8,Mầm non Hoa Trà My 4,mn,phuongbinhquoi,none,0,0,0,,,
mn27binhthanh,Mầm non 27,mn,phuongbinhquoi,none,0,0,0,,,
mn28binhthanh,Mầm non 28,mn,phuongbinhquoi,stale,15,0,0,2026-08-06,https://mn28binhthanh.hcm.edu.vn/thuc-don/thuc-don-he-tu-1082026-den-1482026/ct/94876/882697,
mnhoaanhdao,Mầm non Hoa Anh Đào,mn,phuongbinhquoi,none,0,0,0,,,
mnhoangmai1,Trường Mầm Non Hoàng Mai I,mn,phuongbinhquoi,stale,5,0,0,2021-01-25,https://mnhoangmai1.hcm.edu.vn/thuc-don-cho-be/thuc-don-tuan-tu-ngay-2501-28012021/ct/74642/459230,
mnmaithon,Mầm non tư thục Mai Thôn,mn,phuongbinhquoi,active,15,2,2,2026-09-07,https://mnmaithon.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-tu-ngay-07092026-den-11092026/ct/42750/886433,
mnngayvui,Trường Mầm non Ngày Vui - Happy Day Kindergarten,mn,phuongbinhquoi,none,0,0,0,,,
thbinhquoitay1,Tiểu Học Bình Quới Tây,th,phuongbinhquoi,stale,31,0,0,2026-04-24,https://thbinhquoitay1.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-32-tu-ngay-27042026-den-ngay-01052026/ct/83088/1385588,
ththanhda,Tiểu Học Thanh Đa,th,phuongbinhquoi,stale,4,0,0,2026-08-17,https://ththanhda.hcm.edu.vn/cong-khai/truong-tieu-hoc-thanh-da-kinh-gui-chi-dinh-thau-goi-thau-cung-cap-suat-an-ban-t/ct/77765/1405467,
thcsbccuchinhlan,THCS Cù Chính Lan,thcs,phuongbinhquoi,stale,1,0,0,2026-04-01,https://thcsbccuchinhlan.hcm.edu.vn/tin-tuc-su-kien/thuc-don-ban-tru-thang-42026/ct/12818/745730,
thcsbinhquoitay,THCS Bình Quới Tây,thcs,phuongbinhquoi,stale,15,0,0,2026-05-10,https://thcsbinhquoitay.hcm.edu.vn/hoat-dong-ban-tru/bang-thuc-don-tuan-tu-ngay-1105-15052025/ct/108497/749930,
thcsthanhda,THCS Thanh Đa,thcs,phuongbinhquoi,active,16,1,1,2026-09-09,https://thcsthanhda.hcm.edu.vn/3-cong-khai/ho-so-phap-ly-suat-an-ban-tru/ct/76755/759097,
1thang6bta,Mầm non 1 Tháng 6,mn,phuongbinhtan,none,0,0,0,,,
mn30thang4-bt,Mầm Non 30 - 4,mn,phuongbinhtan,none,0,0,0,,,
mnhoaphuongbinhtan,Mầm non Hoa Phượng,mn,phuongbinhtan,stale,15,0,0,2026-01-02,https://mnhoaphuongbinhtan.hcm.edu.vn/bai-giang-giao-an/thuc-don-cho-be-tuan-1-thang-1-nam-2026/ct/29415/826938,
